loss,epoch,time,accuracy,f1_score,split
1.0307195861929956,0,411.4412968158722,0.49873417721518987,0.49873417721518987,train
0.857457609908785,1,413.16683530807495,0.6075949367088608,0.6075949367088608,train
0.7859770374983529,2,442.67090010643005,0.640506329113924,0.640506329113924,train
0.7428411462193032,3,442.3109886646271,0.6734177215189874,0.6734177215189874,train
0.7035730876896944,4,441.92948627471924,0.6835443037974683,0.6835443037974683,train
0.6782934890913244,5,440.2012689113617,0.7265822784810126,0.7265822784810126,train
0.6757232961329743,6,439.99299788475037,0.7037974683544304,0.7037974683544304,train
0.6853959729723577,7,443.50519323349,0.6860759493670886,0.6860759493670886,train
0.6912642552718796,8,441.6405494213104,0.7215189873417721,0.7215189873417721,train
0.6691921182817301,9,441.8369517326355,0.6936708860759494,0.6936708860759494,train
1.1245342059777332,0,50.88576602935791,0.5384615384615384,0.5384615384615384,val
1.0108781509674512,1,55.34706354141235,0.4461538461538462,0.4461538461538462,val
0.9475394397974014,2,55.52396583557129,0.5538461538461539,0.5538461538461539,val
0.8188291245928178,3,56.37709379196167,0.676923076923077,0.676923076923077,val
0.962340365894712,4,55.31151080131531,0.49230769230769234,0.49230769230769234,val
0.8825981038013616,5,55.148178577423096,0.6307692307692307,0.6307692307692307,val
0.7059836608089077,6,55.39373183250427,0.6615384615384615,0.6615384615384615,val
0.723882096806147,7,55.58377933502197,0.676923076923077,0.676923076923077,val
0.7212306308282468,8,55.55336904525757,0.7230769230769231,0.7230769230769231,val
1.0008214791753114,9,55.79165959358215,0.6923076923076923,0.6923076923076923,val
