loss,epoch,time,accuracy,f1_score,split
0.6423377372674108,0,408.149516582489,0.7443037974683544,0.7443037974683544,train
0.6195519957439419,1,429.24143958091736,0.7367088607594937,0.7367088607594937,train
0.608559343045109,2,434.5306694507599,0.7291139240506329,0.7291139240506329,train
0.5877449748661501,3,434.4111394882202,0.7620253164556962,0.7620253164556962,train
0.5978745052673982,4,447.52586555480957,0.7316455696202532,0.7316455696202532,train
0.5730526722464716,5,447.35906767845154,0.7544303797468355,0.7544303797468355,train
0.5799390587494306,6,450.83000445365906,0.7139240506329114,0.7139240506329114,train
0.5937921104833253,7,444.96144580841064,0.7569620253164557,0.7569620253164557,train
0.5652993732565724,8,445.83670926094055,0.7518987341772152,0.7518987341772152,train
0.5471328860220516,9,445.4324071407318,0.7620253164556962,0.7620253164556962,train
0.6541422827341683,0,54.93081521987915,0.676923076923077,0.676923076923077,val
0.652225571029927,1,56.32921624183655,0.7384615384615385,0.7384615384615385,val
0.7377978056510843,2,55.98952603340149,0.7076923076923077,0.7076923076923077,val
0.8045483535022449,3,58.22657299041748,0.676923076923077,0.676923076923077,val
0.8708824261045475,4,58.5047287940979,0.7076923076923077,0.7076923076923077,val
0.7173227052789746,5,58.86825942993164,0.676923076923077,0.676923076923077,val
0.7590019474235865,6,58.61044502258301,0.6615384615384615,0.6615384615384615,val
0.8901020873312658,7,57.76486349105835,0.7076923076923077,0.7076923076923077,val
0.8284341088216863,8,58.64520239830017,0.676923076923077,0.676923076923077,val
0.6916992216579204,9,58.44027590751648,0.7230769230769231,0.7230769230769231,val
