loss,epoch,time,accuracy,f1_score,split
0.5220241887904762,0,456.4778618812561,0.7873417721518987,0.7873417721518987,train
0.481455408801437,1,451.9847044944763,0.8025316455696202,0.8025316455696202,train
0.48277918385193397,2,455.4826648235321,0.7772151898734178,0.7772151898734178,train
0.4767676815474844,3,450.18588972091675,0.8025316455696202,0.8025316455696202,train
0.45344256042875075,4,457.86743354797363,0.8050632911392405,0.8050632911392405,train
0.46652594805688025,5,446.47948479652405,0.8253164556962025,0.8253164556962025,train
0.46405959013712256,6,472.6541414260864,0.8025316455696202,0.8025316455696202,train
0.45264198888245377,7,467.5988109111786,0.779746835443038,0.779746835443038,train
0.431623281237617,8,484.7522873878479,0.789873417721519,0.789873417721519,train
0.4542972978085424,9,455.3103840351105,0.8227848101265823,0.8227848101265823,train
0.7163431785238152,0,58.96288228034973,0.6923076923076923,0.6923076923076923,val
0.7351030134434601,1,58.00596261024475,0.676923076923077,0.676923076923077,val
0.6581861445751341,2,56.21987700462341,0.7384615384615385,0.7384615384615385,val
0.9926247766620289,3,57.91854739189148,0.7230769230769231,0.7230769230769231,val
0.6567958110917131,4,61.67264986038208,0.7230769230769231,0.7230769230769231,val
0.6838430240374761,5,57.90164232254028,0.6923076923076923,0.6923076923076923,val
0.8351147792004877,6,63.62430453300476,0.7076923076923077,0.7076923076923077,val
1.059258654163418,7,56.73111701011658,0.676923076923077,0.676923076923077,val
0.7196188598155389,8,56.458216428756714,0.7230769230769231,0.7230769230769231,val
0.7673758775833414,9,57.12319231033325,0.676923076923077,0.676923076923077,val
