loss,epoch,time,accuracy,f1_score,split
0.5311029214777672,0,422.141654253006,0.759493670886076,0.759493670886076,train
0.5611613357068203,1,455.9924228191376,0.7493670886075949,0.7493670886075949,train
0.5257631658762697,2,463.824702501297,0.7746835443037975,0.7746835443037975,train
0.542580579266326,3,458.7427759170532,0.769620253164557,0.769620253164557,train
0.5181116289003057,4,464.5401701927185,0.7746835443037975,0.7746835443037975,train
0.510267170558389,5,456.2488067150116,0.7417721518987341,0.7417721518987341,train
0.5368376048536994,6,482.4551057815552,0.7620253164556962,0.7620253164556962,train
0.5315828967146186,7,463.20176553726196,0.759493670886076,0.759493670886076,train
0.531063963642942,8,466.6687309741974,0.7620253164556962,0.7620253164556962,train
0.4352106302444802,9,466.24334716796875,0.8354430379746836,0.8354430379746836,train
0.6939625709671348,0,54.07558035850525,0.7230769230769231,0.7230769230769231,val
0.7016319260709749,1,60.136990785598755,0.6615384615384615,0.6615384615384615,val
1.2323634904436402,2,57.559699058532715,0.676923076923077,0.676923076923077,val
0.8529167918209238,3,57.27837085723877,0.6615384615384615,0.6615384615384615,val
0.6733829827591342,4,56.1867561340332,0.7230769230769231,0.7230769230769231,val
0.79152408510507,5,55.76815485954285,0.676923076923077,0.676923076923077,val
0.733624487821362,6,57.06571936607361,0.6923076923076923,0.6923076923076923,val
0.7463088394850694,7,58.41337275505066,0.7076923076923077,0.7076923076923077,val
0.7672198588733758,8,59.9430365562439,0.6923076923076923,0.6923076923076923,val
1.2790266934619807,9,61.97141122817993,0.6923076923076923,0.6923076923076923,val
