loss,epoch,time,accuracy,split
1.0212765837253273,0,1199.7971620559692,0.5215189873417722,train
0.8325860669801035,1,1175.6096482276917,0.6329113924050633,train
0.802006308345973,2,1171.185762166977,0.6151898734177215,train
0.7357512426712915,3,1173.6753220558167,0.6658227848101266,train
0.6742378283221322,4,1170.8618710041046,0.7113924050632912,train
0.6658060305871959,5,1172.6629514694214,0.7012658227848101,train
0.5670450084937789,6,1171.5729007720947,0.7544303797468355,train
0.5709157701736077,7,1169.7912838459015,0.759493670886076,train
0.5390064462330089,8,1171.3973338603973,0.779746835443038,train
0.5175625143638448,9,1170.7559967041016,0.7569620253164557,train
0.5317320015198916,10,1171.3344566822052,0.7721518987341772,train
0.5517572580337297,11,1171.2921822071075,0.7848101265822784,train
0.5048705987320053,12,1170.8421108722687,0.7848101265822784,train
0.45824945413494994,13,1169.16535282135,0.8126582278481013,train
0.4370118797170418,14,1170.5175068378448,0.8177215189873418,train
0.465237040389932,15,1169.099845647812,0.8,train
0.4173308900244454,16,1170.4597010612488,0.8202531645569621,train
0.4647212271908365,17,1170.2255113124847,0.779746835443038,train
0.40324025251007134,18,1172.3954019546509,0.8253164556962025,train
0.42660540847617867,19,1171.763484954834,0.8025316455696202,train
0.3887060854506073,20,1170.5499320030212,0.8253164556962025,train
0.41641085450703197,21,1169.7216057777405,0.8278481012658228,train
0.3897285941474193,22,1171.1956639289856,0.8455696202531645,train
0.34717274283982014,23,1171.4180853366852,0.8430379746835444,train
0.3638900343940587,24,1170.8474714756012,0.8278481012658228,train
0.3405347963759388,25,1168.562085866928,0.8405063291139241,train
0.33743613232091213,26,1170.5850348472595,0.850632911392405,train
0.32361598651267126,27,1169.4247040748596,0.8582278481012658,train
0.3343145966500663,28,1170.4628567695618,0.8455696202531645,train
0.32324122486831663,29,1169.8639249801636,0.8278481012658228,train
0.2927860018094312,30,1170.5587046146393,0.8784810126582279,train
0.29458338825709335,31,1172.1189529895782,0.8582278481012658,train
0.2747309333661282,32,1170.5495972633362,0.8911392405063291,train
0.3121020595794057,33,1170.2462570667267,0.8481012658227848,train
0.2872751268495005,34,1171.3149800300598,0.8658227848101265,train
0.2691639098005695,35,1199.3810093402863,0.8886075949367088,train
0.2594818057567223,36,1200.5881588459015,0.8810126582278481,train
0.24334969480111032,37,1183.1717221736908,0.9037974683544304,train
0.23302226566823198,38,1211.8470413684845,0.9037974683544304,train
0.2781122732885972,39,1245.23326253891,0.8708860759493671,train
0.24252502009885704,40,1183.0681102275848,0.8810126582278481,train
0.23344940614930687,41,1181.5593547821045,0.8860759493670886,train
0.235994758614027,42,1181.869176864624,0.8810126582278481,train
0.22648611140437022,43,1179.3271214962006,0.9012658227848102,train
0.22525662679489866,44,1179.2684280872345,0.8936708860759494,train
0.23065617084861512,45,1181.5519285202026,0.9037974683544304,train
0.18424570883521557,46,1178.805112361908,0.9088607594936708,train
0.23895919169509236,47,1179.3453078269958,0.8734177215189873,train
0.22216799954302605,48,1185.1101958751678,0.8936708860759494,train
0.21544182966191117,49,1238.9379029273987,0.8860759493670886,train
1.186562410570108,0,171.8644244670868,0.4,val
1.3126959430913512,1,170.56087589263916,0.5384615384615384,val
0.9171152595717174,2,170.20922994613647,0.6461538461538462,val
0.9283625480074149,3,169.9856412410736,0.6,val
1.6270659777837304,4,169.97112131118774,0.5230769230769231,val
0.7407037120169172,5,170.0209183692932,0.6923076923076923,val
0.7028936877560157,6,170.4291021823883,0.7076923076923077,val
0.725618824047538,7,170.22201800346375,0.6307692307692307,val
0.6420080247621697,8,170.11904406547546,0.676923076923077,val
0.7179097817422679,9,170.15371108055115,0.6307692307692307,val
0.8594776676573719,10,170.13478922843933,0.676923076923077,val
0.9972972260062726,11,170.01605582237244,0.7230769230769231,val
0.627167651659021,12,170.02783632278442,0.6923076923076923,val
0.7761652926072622,13,170.0133638381958,0.6461538461538462,val
0.9629181597677346,14,170.05283284187317,0.6307692307692307,val
0.6524261718257689,15,170.09928727149963,0.6923076923076923,val
0.6128267803265212,16,170.04854106903076,0.7076923076923077,val
0.6135179351764516,17,170.15579891204834,0.7076923076923077,val
0.5853014036726493,18,170.0187487602234,0.7076923076923077,val
0.5895561378395472,19,170.36868405342102,0.7384615384615385,val
0.7234455224422093,20,170.01508378982544,0.676923076923077,val
0.5999617405504418,21,169.84637928009033,0.7076923076923077,val
0.8533613648919317,22,169.9445436000824,0.6461538461538462,val
0.6954824778636416,23,170.22659826278687,0.7076923076923077,val
1.0021097739632332,24,170.1410584449768,0.6461538461538462,val
0.7445655324156037,25,169.9906358718872,0.7076923076923077,val
0.8435548849735194,26,170.17239046096802,0.6923076923076923,val
0.8368284761520324,27,169.97478103637695,0.7230769230769231,val
0.8626331864420745,28,169.93039631843567,0.676923076923077,val
0.9091526081211319,29,170.03129625320435,0.6615384615384615,val
0.9652223693231533,30,169.98934602737427,0.6615384615384615,val
0.7438423677574835,31,170.02178621292114,0.7384615384615385,val
0.6476051245867543,32,170.2684841156006,0.7230769230769231,val
0.6784959344152482,33,170.05674862861633,0.7230769230769231,val
0.754889229654845,34,170.07930779457092,0.676923076923077,val
0.8505240134204751,35,170.85175371170044,0.7384615384615385,val
0.6597510864868616,36,171.21253061294556,0.676923076923077,val
0.6288254540636374,37,170.6438114643097,0.7384615384615385,val
0.9261002531923973,38,182.1454348564148,0.7384615384615385,val
0.9370853682525998,39,170.0923662185669,0.7076923076923077,val
0.6994281515494759,40,170.10690641403198,0.7076923076923077,val
0.7559592834979691,41,169.9918920993805,0.6615384615384615,val
0.7197951536078108,42,169.89456272125244,0.7230769230769231,val
0.7076438740059809,43,170.26760387420654,0.7230769230769231,val
0.7219775552720911,44,169.99424648284912,0.7384615384615385,val
0.7174446007964994,45,169.89853858947754,0.7076923076923077,val
0.8220287758625371,46,170.0588321685791,0.7230769230769231,val
0.9158085707748533,47,169.922602891922,0.7230769230769231,val
1.0043879976835761,48,180.10083937644958,0.6923076923076923,val
0.882956923524503,49,180.83674812316895,0.7076923076923077,val
